Numéro tarifaire,Position du Système harmonisé (SH),Description indicative
5702.50.90,"Tapis et autres revêtements de sol en matières textiles, tissés, non touffetés ni floqués, même confectionnés, y compris les tapis dits « Kelim » ou « Kilim », « Schumacks » ou « Soumak », « Karamanie » et tapis similaires tissés à la main.","Autres, sans velours, non confectionnésAutres"
5702.91.00,"Tapis et autres revêtements de sol en matières textiles, tissés, non touffetés ni floqués, même confectionnés, y compris les tapis dits « Kelim » ou « Kilim », « Schumacks » ou « Soumak », « Karamanie » et tapis similaires tissés à la main.","Autres, sans velours, confectionnés : De laine ou de poils fins"
5702.92.00,"Tapis et autres revêtements de sol en matières textiles, tissés, non touffetés ni floqués, même confectionnés, y compris les tapis dits « Kelim » ou « Kilim », « Schumacks » ou « Soumak », « Karamanie » et tapis similaires tissés à la main.","Autres, sans velours, confectionnés : De matières textiles synthétiques ou artificielles"
5702.99.10,"Tapis et autres revêtements de sol en matières textiles, tissés, non touffetés ni floqués, même confectionnés, y compris les tapis dits « Kelim » ou « Kilim », « Schumacks » ou « Soumak », « Karamanie » et tapis similaires tissés à la main.","Autres, sans velours, confectionnés : D'autres matières textilesEn paille, en chanvre, en filasse de lin ou en jute"
5702.99.90,"Tapis et autres revêtements de sol en matières textiles, tissés, non touffetés ni floqués, même confectionnés, y compris les tapis dits « Kelim » ou « Kilim », « Schumacks » ou « Soumak », « Karamanie » et tapis similaires tissés à la main.","Autres, sans velours, confectionnés : D'autres matières textilesAutres"
5703.10.10,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",De laine ou de poils finsTouffetés à la machine
5703.10.90,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",De laine ou de poils finsAutres
5703.21.00,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",De nylon ou d'autres polyamides : GazonGazon
5703.29.90,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",De nylon ou d'autres polyamides : AutresAutres
5703.31.00,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",D'autres matières textiles synthétiques ou de matières textiles artificielles : Gazon
5703.39.10,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",D'autres matières textiles synthétiques ou de matières textiles artificielles : AutresTouffetés à la machine
5703.39.90,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",D'autres matières textiles synthétiques ou de matières textiles artificielles : AutresAutres
5703.90.10,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",D'autres matières textilesTouffetés à la machine
5703.90.90,"Tapis et autres revêtements de sol en matières textiles (y compris le gazon), touffetés, même confectionnés.",D'autres matières textilesAutres
5704.10.00,"Tapis et autres revêtements de sol, en feutre, non touffetés ni floqués, même confectionnés.","Carreaux dont la surface n'excède pas 0,3 m2"
5704.20.00,"Tapis et autres revêtements de sol, en feutre, non touffetés ni floqués, même confectionnés.","Carreaux dont la surface excède 0,3 m2 mais n'excède pas 1 m2"
5705.00.00,"Autres tapis et revêtements de sol en matières textiles, même confectionnés.",
6101.20.00,"Manteaux, cabans, capes, anoraks, blousons et articles similaires en bonneterie, pour hommes ou garçonnets, à l'exclusion des articles du no 61,03.",De coton
6101.30.00,"Manteaux, cabans, capes, anoraks, blousons et articles similaires en bonneterie, pour hommes ou garçonnets, à l'exclusion des articles du no 61,03.",De fibres synthétiques ou artificielles
6101.90.00,"Manteaux, cabans, capes, anoraks, blousons et articles similaires en bonneterie, pour hommes ou garçonnets, à l'exclusion des articles du no 61,03.",D'autres matières textiles
6102.10.00,"Manteaux, cabans, capes, anoraks, blousons et articles similaires, en bonneterie, pour femmes ou fillettes, à l'exclusion des articles du no 61,04.",De laine ou de poils fins
6102.20.00,"Manteaux, cabans, capes, anoraks, blousons et articles similaires, en bonneterie, pour femmes ou fillettes, à l'exclusion des articles du no 61,04.",De coton
6102.30.00,"Manteaux, cabans, capes, anoraks, blousons et articles similaires, en bonneterie, pour femmes ou fillettes, à l'exclusion des articles du no 61,04.",De fibres synthétiques ou artificielles
6102.90.00,"Manteaux, cabans, capes, anoraks, blousons et articles similaires, en bonneterie, pour femmes ou fillettes, à l'exclusion des articles du no 61,04.",D'autres matières textiles
6103.10.10,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Costumes ou completsDe laine ou de poils fins
6103.10.90,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Costumes ou completsAutres
6103.22.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Ensembles : De coton
6103.23.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Ensembles : De fibres synthétiques
6103.29.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Ensembles : D'autres matières textiles
6103.31.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Vestons : De laine ou de poils fins
6103.32.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Vestons : De coton
6103.33.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Vestons : De fibres synthétiques
6103.39.10,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Vestons : D'autres matières textilesDe fibres artificielles
6103.39.90,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.",Vestons : D'autres matières textilesAutres
6103.41.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.","Pantalons, salopettes à bretelles, culottes et shorts : De laine ou de poils fins"
6103.42.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.","Pantalons, salopettes à bretelles, culottes et shorts : De coton"
6103.43.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.","Pantalons, salopettes à bretelles, culottes et shorts : De fibres synthétiques"
6103.49.00,"Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour hommes ou garçonnets.","Pantalons, salopettes à bretelles, culottes et shorts : D'autres matières textiles"
6104.13.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Costumes tailleurs : De fibres synthétiques
6104.19.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Costumes tailleurs : D'autres matières textiles
6104.22.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Ensembles : De coton
6104.23.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Ensembles : De fibres synthétiques
6104.29.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Ensembles : D'autres matières textiles
6104.31.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Vestes : De laine ou de poils fins
6104.32.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Vestes : De coton
6104.33.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Vestes : De fibres synthétiques
6104.39.10,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Vestes : D'autres matières textilesDe fibres artificielles
6104.39.90,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Vestes : D'autres matières textilesAutres
6104.41.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Robes : De laine ou de poils fins
6104.42.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Robes : De coton
6104.43.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Robes : De fibres synthétiques
6104.44.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Robes : De fibres artificielles
6104.49.00,"Costumes tailleurs, ensembles, vestes, robes, jupes, jupes-culottes, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), en bonneterie, pour femmes ou fillettes.",Robes : D'autres matières textiles
