Tariff Item,Harmonized System (HS) Heading,Indicative Description
9401.59.10,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Seats of cane, osier, bamboo or similar materials: OtherUnfinished and unassembled, for use in the manufacture of furniture of bamboo or rattan"
9401.59.90,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Seats of cane, osier, bamboo or similar materials: OtherOther"
9401.61.10,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Other seats, with wooden frames: UpholsteredFor domestic purposes"
9401.61.90,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Other seats, with wooden frames: UpholsteredOther"
9401.69.10,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Other seats, with wooden frames: OtherFor domestic purposes"
9401.69.90,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Other seats, with wooden frames: OtherOther"
9401.71.10,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Other seats, with metal frames: UpholsteredFor domestic purposes"
9401.71.90,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Other seats, with metal frames: UpholsteredOther"
9401.79.10,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Other seats, with metal frames: OtherFor domestic purposes"
9401.79.90,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","Other seats, with metal frames: OtherOther"
9401.80.10,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.",Other seatsFor domestic purposes
9401.80.90,"Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.",Other seatsOther
9403.10.00,Other furniture and parts thereof.,Metal furniture of a kind used in offices
9403.20.00,Other furniture and parts thereof.,Other metal furniture
9403.30.00,Other furniture and parts thereof.,Wooden furniture of a kind used in offices
9403.40.00,Other furniture and parts thereof.,Wooden furniture of a kind used in the kitchen
9403.50.00,Other furniture and parts thereof.,Wooden furniture of a kind used in the bedroom
9403.60.10,Other furniture and parts thereof.,Other wooden furnitureFor domestic purposes
9403.60.90,Other furniture and parts thereof.,Other wooden furnitureOther
9403.70.10,Other furniture and parts thereof.,Furniture of plasticsFor domestic purposes
9403.70.90,Other furniture and parts thereof.,Furniture of plasticsOther
9403.82.11,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: Of bambooFor domestic purposes: Unfinished and unassembled, for use in the manufacture of furniture of bamboo"
9403.82.19,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: Of bambooFor domestic purposes: Other"
9403.82.90,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: Of bambooOther"
9403.83.11,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: Of rattanFor domestic purposes: Unfinished and unassembled, for use in the manufacture of furniture of rattan"
9403.83.19,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: Of rattanFor domestic purposes: Other"
9403.83.90,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: Of rattanOther"
9403.89.11,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: OtherFor domestic purposes: Unfinished and unassembled, for use in the manufacture of furniture of bamboo or rattan"
9403.89.19,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: OtherFor domestic purposes: Other"
9403.89.90,Other furniture and parts thereof.,"Furniture of other materials, including cane, osier, bamboo or similar materials: OtherOther"
9404.10.00,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.",Mattress supports
9404.21.00,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.","Mattresses: Of cellular rubber or plastics, whether or not covered"
9404.29.00,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.",Mattresses: Of other materials
9404.40.00,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.","Quilts, bedspreads, eiderdowns and duvets (comforters)"
9404.90.10,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.","OtherPillows, cushions and similar furnishings, of cotton"
9404.90.90,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.",OtherOther
9405.11.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares: Designed for use solely with light-emitting diode (LED) light sources"
9405.19.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares: Other"
9405.21.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Electric table, desk, bedside or floor-standing luminaires: Designed for use solely with light-emitting diode (LED) light sources"
